dataset,source,source_file,version_year,record_type,name,收稿方向,abbreviation,issn,eissn,issn_eissn,publisher,url,area,area_en,level,sequence,impact_factor,wos_index,top,source_page,notes,cas_review,cas_oa_journal_index,cas_open_access,cas_label,cas_major_area,cas_major_partition,cas_major_rank,cas_subject_1,cas_subject_partition_1,cas_subject_rank_1,cas_subject_2,cas_subject_partition_2,cas_subject_rank_2,cas_subject_3,cas_subject_partition_3,cas_subject_rank_3,cas_subject_4,cas_subject_partition_4,cas_subject_rank_4,cas_subject_5,cas_subject_partition_5,cas_subject_rank_5,cas_subject_6,cas_subject_partition_6,cas_subject_rank_6,jcr_category_1,jcr_quartile_1,jcr_rank_1,jcr_category_2,jcr_quartile_2,jcr_rank_2,jcr_category_3,jcr_quartile_3,jcr_rank_3,jcr_category_4,jcr_quartile_4,jcr_rank_4,jcr_category_5,jcr_quartile_5,jcr_rank_5,jcr_category_6,jcr_quartile_6,jcr_rank_6,收稿方向_官网摘取,收稿方向_来源URL,收稿方向_证据,收稿方向_置信度,收稿方向_状态,收稿方向_更新时间
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Conference on Learning Representations,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,ICLR,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,A,11,,,,11,superseded: TH-CPL 2019 历史征稿页，已由当前年度范围取代。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ICLR涵盖表示学习、深度学习、特征学习、度量学习、组合建模、结构化预测、强化学习、大规模学习与非凸优化等主题，应用领域包括视觉、语音、文本理解、游戏、音乐、计算生物学等。；关键词：表示学习；深度学习；特征学习；度量学习；强化学习；非凸优化；计算机视觉；自然语言处理,https://iclr.cc/Conferences/2019/CallForPapers,已废止自动候选：TH-CPL 2019 历史征稿页，已由当前年度范围取代。 The rapidly developing field of deep learning is concerned with questions surrounding how we can best learn meaningful a,low,superseded,2026-07-30T12:35:04+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,Robotics: Science and Systems ·A Robotics Conference,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,RSS,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,A,12,,,,11,superseded: RSS 2019 Cloud/Edge/Fog Robotics 附属 workshop，不是 RSS 主会范围。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,该研讨会是RSS 2019的附属活动，征稿主题涵盖云、边缘和雾机器人架构与应用、基于网络的机器人操作、深度学习、协同学习、安全隐私及负载均衡等。；关键词：云机器人；边缘计算；深度学习；协同学习；安全与隐私；负载均衡,https://sites.google.com/view/cafr-rss/call-for-papers,"已废止自动候选：RSS 2019 Cloud/Edge/Fog Robotics 附属 workshop，不是 RSS 主会范围。 Areas of interest include, but not limited to: Cloud, Edge and Fog Robotics architectures and applications",low,superseded,2026-07-30T12:35:21+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,British Machine Vision Conference,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,BMVC,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,1,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMVC是计算机视觉及相关领域的重要国际会议，征稿涵盖图像处理、计算机视觉、机器学习等，具体主题包括3D视觉、动作理解、深度学习、生成模型、医学图像分析、多模态学习、识别与分割等。；关键词：计算机视觉；图像处理；机器学习；深度学习；3D视觉；动作理解；生成模型；医学图像分析；多模态学习；识别与分割,https://bmvc2026.bmva.org/calls/call-for-papers/,The British Machine Vision Conference (BMVC) is one of the major international conferences on computer vision and relate,high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,Artificial Intelligence and Statistics,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,AISTATS,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,2,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:35:26+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,The Annual Conference of the North American Chapter of the Association for Computational Linguistics,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,NAACL,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,3,,,,12,superseded: TH-CPL 2019 历史征稿页，已由当前年度范围取代。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAACL-HLT 2019征稿涵盖计算语言学所有方面，包括认知建模、对话系统、语篇、生成、信息抽取、机器学习、机器翻译、问答、语义、情感分析、社会媒体、语音、摘要、句法分析、文本挖掘等，并特别关注数据隐私与模型偏差主题。；关键词：计算语言学；自然语言处理；机器学习；机器翻译；语义分析；情感分析；信息抽取；对话系统；语篇与语用；句法分析；文本挖掘；数据隐私与偏差,https://naacl2019.org/calls/papers/,"已废止自动候选：TH-CPL 2019 历史征稿页，已由当前年度范围取代。 NAACL-HLT 2019 invites the submission of long and short papers on creative, substantial and unpublished research in all",low,superseded,2026-07-30T12:35:40+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Joint Conference on Artificial Intelligence,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,IJCAI,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,4,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IJCAI-ECAI 2026主轨征稿涵盖人工智能所有方面的原创、重要且未发表成果，特别鼓励AI新研究问题、新应用领域及跨学科边界论文。；关键词：人工智能；AI新研究问题；AI新应用领域；跨学科AI；原创成果；未发表成果,https://2026.ijcai.org/ijcai-ecai-2026-call-for-papers-main-track/,"Submissions to the main track of IJCAI-ECAI 2026 should report significant, original, and previously unpublished results",high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Joint Conference on Autonomous Agents and Multi-agent Systems,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,AAMAS,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,5,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:35:46+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Conference on Automated Planning and Scheduling,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,ICAPS,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,6,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ICAPS是自动规划与调度领域的顶级会议，涵盖规划与调度的理论、算法、建模、位置论文及工具，包括知识工程、时序规划、不确定性规划、调度、多智能体规划、搜索方法、运动规划等。；关键词：自动规划；调度；时序规划；不确定性规划；多智能体规划；搜索方法；运动规划；知识工程,https://icaps26.icaps-conference.org/calls/cfp/,ICAPS-26 welcomes paper submissions on all aspects of automated planning and scheduling.,high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Joint Conference on Biometrics,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,ICB,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,7,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,涵盖生物特征识别各模态、深度伪造检测、多模态系统、呈现攻击检测、模板安全与隐私、公平性与可解释性、机器学习方法、评估基准、法医与执法应用、新兴应用及伦理法律影响等。；关键词：biometrics；face recognition；fingerprint；deepfake detection；presentation attack detection；privacy protection；fairness；machine learning；evaluation protocols；forensics；IoT；ethical implications,https://ijcb2026.ieee-biometrics.org/call-for-papers/,"Topics include, but are not limited to, the following areas: Biometric modalities...",high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,Genetic and Evolutionary Computation Conference,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,GECCO,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,8,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,遗传与进化计算领域的最新高质量成果，涵盖遗传算法、遗传编程、蚁群优化与群体智能、复杂系统、进化组合优化与元启发式、进化机器学习、进化多目标优化、进化数值优化、神经进化、实际应用、理论及混合方法等。；关键词：遗传算法；遗传编程；蚁群优化；群体智能；进化机器学习；进化多目标优化；进化数值优化；神经进化；元启发式；实际应用,http://gecco-2026.sigevo.org/Call+for+Papers,"Topics include genetic algorithms, genetic programming, ant colony optimization and swarm intelligence, complex systems,",high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Conference on Pattern Recognition,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,ICPR,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,9,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,涵盖模式识别、人工智能、计算机视觉、机器学习、图像处理、语音与自然语言处理、传感器模式处理等广泛领域，是国际模式识别协会的顶级会议。；关键词：Pattern Recognition；Artificial Intelligence；Computer Vision；Machine Learning；Image Processing；Speech and Natural Language Processing；Sensor Pattern Processing,https://icpr2026.org/calls.html,"It encompasses a wide range of topics where Pattern Recognition methods are applied in fields including Computer Vision,",high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Conference on Automatic Face and Gesture Recognition,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,FG,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,10,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,该会议是图像与视频中面部、手势及身体运动识别领域的顶级国际论坛，涵盖基础计算机视觉、模式识别、计算机图形学、机器学习及其在面部、手势和身体动作方面的创新算法与应用。；关键词：面部识别；手势识别；身体运动识别；计算机视觉；模式识别；机器学习；多模态融合；生成建模；软生物特征；伦理与偏见,https://fg2026.ieee-biometrics.org/cfp,The IEEE conference series on Automatic Face and Gesture Recognition is the premier international forum for research in ,high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Conference on Document Analysis and Recognition,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,ICDAR,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,11,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ICDAR是文档分析与识别领域的顶级会议，涵盖文档图像处理、布局分析、文字与符号识别、手写识别、文档检索、场景文本检测、表格与公式识别、历史文档分析、文档理解基础模型等主题。；关键词：文档图像处理；文字识别；手写识别；场景文本检测；表格识别；文档理解；基础模型,https://icdar2026.org/index.php/call-for-paper/,The International Conference on Document Analysis and Recognition (ICDAR) is the premier scientific venue in the field o,high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,IEEE\RSJ International Conference on Intelligent Robots and Systems,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,IROS,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,12,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IROS 2026征稿涵盖智能机器人与系统领域，包括机器人设计、运动学/动力学/控制、系统集成、机器人AI、传感器网络、分布式与云机器人、仿生系统、服务机器人、自动化、生物医学应用、自主车辆、机器人感知、多指手操作、微纳系统、人机交互、机器人视觉等。；关键词：智能机器人；机器人设计；机器人控制；机器人AI；自主车辆；人机交互；机器人感知；仿生系统；服务机器人；机器人视觉,https://2026.ieee-iros.org/contribute/call-for-papers/,"Innovative research results on topics related (but not limited) to the following are invited: robot design, robot kinema",high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Conference on Computational Linguistics,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,COLING,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,13,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLING 2027征稿涵盖计算语言学和自然语言处理的所有方面，包括但不限于语言资源、机器翻译、信息抽取、对话系统、情感分析、文本分类/摘要等。；关键词：计算语言学；自然语言处理；语言资源；机器翻译；信息抽取；对话系统；情感分析；文本分类；文本摘要,https://www.aclweb.org/portal/content/32nd-international-conference-computational-linguistics-coling-2027,"COLING 2027 invites the submission of long and short papers featuring substantial, original, and unpublished research in",high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Joint Conference on Neural Networks,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,IJCNN,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,14,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,涵盖神经网络理论与应用，包括监督/无监督/强化学习、深度学习、脑机接口、生成式AI、大语言模型、图神经网络、可解释AI、神经符号系统、脉冲神经网络等前沿方向。；关键词：神经网络；深度学习；强化学习；大语言模型；生成式AI；图神经网络；可解释AI；脉冲神经网络；脑机接口；神经符号系统,https://attend.ieee.org/wcci-2026/ijcnn-2026-topics/,"IJCNN 2026 topics include, but are not limited to: Brain-machine Interfaces ... Large Language Models ... Spiking Neural",high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Conference on Uncertainty in Artificial Intelligence,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,UAI,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,15,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,涵盖人工智能、机器学习与统计学中关于不确定性的学习与推理的新理论、新方法和新应用。；关键词：不确定性；人工智能；机器学习；统计学；推理；学习,https://www.auai.org/uai2026/call_for_papers,The Conference on Uncertainty in Artificial Intelligence (UAI) is one of the premier international conferences on resear,high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Conference on Algorithmic Learning Theory,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,ALT,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,16,,,,12,superseded: TH-CPL 2019 历史征稿页，已由当前年度范围取代。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,该会议涵盖机器学习的理论与算法，包括学习算法设计与分析、统计与计算学习理论、在线学习、优化方法、无监督/半监督/主动学习、深度学习、高维统计、贝叶斯方法、强化学习、隐私与通信约束下的学习等。；关键词：机器学习理论；算法设计；统计学习；在线学习；深度学习；强化学习；优化方法；高维统计,https://algorithmiclearningtheory.org/alt2019/call-for-papers/,已废止自动候选：TH-CPL 2019 历史征稿页，已由当前年度范围取代。 The ALT 2019 conference is dedicated to all theoretical and algorithmic aspects of machine learning.,low,superseded,2026-07-30T12:36:02+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,Conference on Recommender Systems,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,RecSys,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,17,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,涵盖推荐系统的所有方面，包括从电子商务到社交网络的应用，以及从协同过滤到知识推理或深度学习的技术。关注算法、系统、人类及经济影响，主题包括可扩展性、偏见与伦理、对话式推荐、跨域推荐、评估、解释、隐私、用户建模等。；关键词：推荐系统；协同过滤；深度学习；对话式推荐；隐私与安全；用户建模；评估指标；可解释性,https://recsys.acm.org/recsys19/call/,"We invite submissions on all aspects of recommender systems, including applications ranging from e-commerce to social ne",high,ok,2026-07-30T12:36:13+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,IEEE Trans on Pattern Analysis and Machine Intelligence,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,TPAMI,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,A,1,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:36:17+00:00
